,EquationNumber,Equation,AnswerIsCorrect,Answer,CorrectAnswer
2512,eq_2512.jpeg,-47x - 63,1,-3.02,-3.02
2513,eq_2513.jpeg,-90x - 48,1,-1.6,-1.6
2514,eq_2514.jpeg,31x + 7,1,0.9,0.9
2515,eq_2515.jpeg,96x - 38,1,1.3,1.3
2516,eq_2516.jpeg,35x + 21,1,1.6,1.6
2517,eq_2517.jpeg,-23x + 98,0,-15,7.7
2518,eq_2518.jpeg,-58x - 78,0,16,-0.03
2519,eq_2519.jpeg,-8x - 13,1,1.12,1.12
2520,eq_2520.jpeg,-86x - 52,0,46,-1.34
2521,eq_2521.jpeg,-28x - 56,1,-5.25,-5.25
2522,eq_2522.jpeg,-64x - 63,1,-0.3,-0.3
2523,eq_2523.jpeg,-97x - 52,1,-0.18,-0.18
2524,eq_2524.jpeg,75x - 68,1,1.49,1.49
2525,eq_2525.jpeg,-38x + 5,1,0.55,0.55
2526,eq_2526.jpeg,-29x - 49,1,-3.79,-3.79
2527,eq_2527.jpeg,54x + 92,1,-2.04,-2.04
2528,eq_2528.jpeg,66x + 83,1,-0.05,-0.05
2529,eq_2529.jpeg,39x + 20,1,-0.1,-0.1
2530,eq_2530.jpeg,-31x + 60,1,1.84,1.84
2531,eq_2531.jpeg,-47x - 53,0,-20,-0.23
2532,eq_2532.jpeg,88x - 31,0,25,-0.42
2533,eq_2533.jpeg,32x + 22,1,-1.97,-1.97
2534,eq_2534.jpeg,-86x + 13,0,-4,1.24
2535,eq_2535.jpeg,20x - 25,0,83,2.4
2536,eq_2536.jpeg,69x - 42,0,-20,-0.75
2537,eq_2537.jpeg,30x - 80,0,-5,2.4
2538,eq_2538.jpeg,20x + 84,1,-0.8,-0.8
2539,eq_2539.jpeg,93x + 10,1,0.57,0.57
2540,eq_2540.jpeg,19x + 63,1,1.42,1.42
2541,eq_2541.jpeg,-87x - 47,1,0.15,0.15
2542,eq_2542.jpeg,42x + 8,0,-81,-1.86
2543,eq_2543.jpeg,-27x + 67,1,4.22,4.22
2544,eq_2544.jpeg,-85x - 2,0,-58,-0.38
2545,eq_2545.jpeg,-63x + 87,0,-21,1.9
2546,eq_2546.jpeg,81x - 35,1,1.35,1.35
2547,eq_2547.jpeg,-22x + 9,0,-38,1.86
2548,eq_2548.jpeg,73x + 43,0,-38,-0.29
2549,eq_2549.jpeg,-2x + 20,1,-17.0,-17.0
2550,eq_2550.jpeg,47x - 79,1,0.81,0.81
2551,eq_2551.jpeg,-72x + 12,1,-0.24,-0.24
2552,eq_2552.jpeg,13x - 9,0,-35,-1.85
2553,eq_2553.jpeg,-3x + 84,1,29.0,29.0
2554,eq_2554.jpeg,-84x + 6,1,-1.11,-1.11
2555,eq_2555.jpeg,60x - 75,0,-59,0.4
2556,eq_2556.jpeg,63x - 75,1,2.71,2.71
2557,eq_2557.jpeg,-18x + 63,1,6.61,6.61
2558,eq_2558.jpeg,95x - 43,1,0.39,0.39
2559,eq_2559.jpeg,-1x - 16,1,-104.0,-104.0
2560,eq_2560.jpeg,99x - 17,1,-0.28,-0.28
2561,eq_2561.jpeg,7x + 57,1,-17.86,-17.86
2562,eq_2562.jpeg,-70x + 45,0,-69,1.7
2563,eq_2563.jpeg,75x - 57,1,1.39,1.39
2564,eq_2564.jpeg,6x + 26,0,35,-16.33
2565,eq_2565.jpeg,56x + 47,1,-2.34,-2.34
2566,eq_2566.jpeg,-68x - 49,1,-0.57,-0.57
2567,eq_2567.jpeg,37x - 98,1,1.73,1.73
2568,eq_2568.jpeg,17x - 80,0,-40,6.35
2569,eq_2569.jpeg,99x - 10,1,-0.87,-0.87
2570,eq_2570.jpeg,83x + 70,1,-0.6,-0.6
2571,eq_2571.jpeg,56x - 24,0,-16,1.54
2572,eq_2572.jpeg,-84x + 40,0,-28,-0.21
2573,eq_2573.jpeg,64x - 28,1,1.5,1.5
2574,eq_2574.jpeg,-50x - 53,0,-79,0.26
2575,eq_2575.jpeg,-95x + 64,1,0.27,0.27
2576,eq_2576.jpeg,85x + 6,0,-2,0.13
2577,eq_2577.jpeg,23x + 33,1,1.87,1.87
2578,eq_2578.jpeg,19x + 22,1,-2.58,-2.58
2579,eq_2579.jpeg,-74x - 3,0,-42,1.08
2580,eq_2580.jpeg,-67x + 10,0,23,-1.13
2581,eq_2581.jpeg,72x + 15,1,-0.81,-0.81
2582,eq_2582.jpeg,-13x + 33,0,-4,0.23
2583,eq_2583.jpeg,-87x + 19,1,-0.64,-0.64
2584,eq_2584.jpeg,11x + 23,0,46,1.27
2585,eq_2585.jpeg,97x - 50,0,48,-0.12
2586,eq_2586.jpeg,1x - 98,0,75,163.0
2587,eq_2587.jpeg,86x + 42,1,-0.4,-0.4
2588,eq_2588.jpeg,-22x + 11,0,-11,4.41
2589,eq_2589.jpeg,-15x - 64,0,8,-10.13
2590,eq_2590.jpeg,-15x - 96,1,-10.47,-10.47
2591,eq_2591.jpeg,87x - 70,1,0.45,0.45
2592,eq_2592.jpeg,-87x + 47,1,0.23,0.23
2593,eq_2593.jpeg,-44x - 95,0,39,-1.36
2594,eq_2594.jpeg,66x + 56,1,-0.02,-0.02
2595,eq_2595.jpeg,-97x - 30,1,0.24,0.24
2596,eq_2596.jpeg,-6x + 22,1,16.0,16.0
2597,eq_2597.jpeg,-30x - 85,0,71,0.4
2598,eq_2598.jpeg,-45x + 2,0,82,-0.91
2599,eq_2599.jpeg,-49x - 75,0,-4,-3.31
2600,eq_2600.jpeg,-20x - 85,0,-15,-6.4
2601,eq_2601.jpeg,-34x - 86,1,-2.68,-2.68
2602,eq_2602.jpeg,71x + 80,0,-89,-0.27
2603,eq_2603.jpeg,-69x + 22,1,-0.04,-0.04
2604,eq_2604.jpeg,15x + 72,0,87,-6.13
2605,eq_2605.jpeg,35x + 62,1,-4.06,-4.06
2606,eq_2606.jpeg,73x - 99,0,32,2.12
2607,eq_2607.jpeg,75x + 54,1,0.2,0.2
2608,eq_2608.jpeg,-40x - 76,0,-2,-2.23
2609,eq_2609.jpeg,-41x - 80,0,8,-1.49
2610,eq_2610.jpeg,11x - 46,1,2.73,2.73
2611,eq_2611.jpeg,53x + 56,1,0.43,0.43
2612,eq_2612.jpeg,-8x - 51,0,83,-14.62
2613,eq_2613.jpeg,35x + 97,1,-3.66,-3.66
2614,eq_2614.jpeg,63x - 47,0,-49,1.03
2615,eq_2615.jpeg,-49x - 20,1,-1.78,-1.78
2616,eq_2616.jpeg,46x + 11,1,1.5,1.5
2617,eq_2617.jpeg,-81x + 44,1,-0.67,-0.67
2618,eq_2618.jpeg,-63x + 21,1,1.37,1.37
2619,eq_2619.jpeg,-70x + 4,0,94,0.81
2620,eq_2620.jpeg,9x - 27,0,91,-6.78
2621,eq_2621.jpeg,82x - 6,0,67,0.35
2622,eq_2622.jpeg,-51x + 41,0,-16,0.39
2623,eq_2623.jpeg,-13x + 18,0,4,6.31
2624,eq_2624.jpeg,99x + 77,0,-30,-0.28
2625,eq_2625.jpeg,79x + 82,1,-2.14,-2.14
2626,eq_2626.jpeg,-15x - 32,1,0.07,0.07
2627,eq_2627.jpeg,-54x + 6,1,-1.06,-1.06
2628,eq_2628.jpeg,-98x - 61,0,92,0.38
2629,eq_2629.jpeg,-43x - 38,1,0.05,0.05
2630,eq_2630.jpeg,78x + 97,0,85,-0.08
2631,eq_2631.jpeg,-46x + 88,1,1.48,1.48
2632,eq_2632.jpeg,4x - 28,0,-54,19.0
2633,eq_2633.jpeg,-12x + 3,0,0,5.83
2634,eq_2634.jpeg,89x + 98,0,-74,-1.89
2635,eq_2635.jpeg,52x + 90,0,-72,-0.15
2636,eq_2636.jpeg,-29x - 85,0,46,-0.79
2637,eq_2637.jpeg,-35x - 77,1,-2.6,-2.6
2638,eq_2638.jpeg,29x + 44,0,-19,1.24
2639,eq_2639.jpeg,-5x - 85,0,-63,-18.4
2640,eq_2640.jpeg,73x - 81,0,38,0.85
2641,eq_2641.jpeg,-17x + 81,0,6,7.0
2642,eq_2642.jpeg,29x + 34,1,-1.45,-1.45
2643,eq_2643.jpeg,-86x - 46,0,-98,0.26
2644,eq_2644.jpeg,36x + 84,1,-2.14,-2.14
2645,eq_2645.jpeg,-81x + 95,0,-2,0.75
2646,eq_2646.jpeg,81x - 39,1,1.46,1.46
2647,eq_2647.jpeg,26x + 73,1,0.81,0.81
2648,eq_2648.jpeg,-24x - 88,0,15,-3.21
2649,eq_2649.jpeg,21x - 32,0,2,6.14
2650,eq_2650.jpeg,8x + 95,1,-23.62,-23.62
2651,eq_2651.jpeg,8x + 85,0,-7,-19.88
2652,eq_2652.jpeg,37x + 96,1,-1.57,-1.57
2653,eq_2653.jpeg,9x + 69,1,-13.0,-13.0
2654,eq_2654.jpeg,68x + 60,1,-2.28,-2.28
2655,eq_2655.jpeg,70x - 80,1,0.9,0.9
2656,eq_2656.jpeg,-58x + 76,0,-24,0.38
2657,eq_2657.jpeg,1x + 89,1,-176.0,-176.0
2658,eq_2658.jpeg,39x - 3,1,-2.21,-2.21
2659,eq_2659.jpeg,-8x + 24,0,-80,10.12
2660,eq_2660.jpeg,73x + 27,1,0.36,0.36
2661,eq_2661.jpeg,-37x + 85,0,35,4.08
2662,eq_2662.jpeg,-46x + 1,1,0.22,0.22
2663,eq_2663.jpeg,-86x + 41,0,54,0.57
2664,eq_2664.jpeg,-27x + 93,0,-50,6.19
2665,eq_2665.jpeg,-46x - 94,1,-0.02,-0.02
2666,eq_2666.jpeg,-7x - 75,1,-6.71,-6.71
2667,eq_2667.jpeg,-54x + 98,0,-82,1.33
2668,eq_2668.jpeg,69x + 34,1,-1.45,-1.45
2669,eq_2669.jpeg,3x - 33,1,-10.67,-10.67
2670,eq_2670.jpeg,-33x - 96,1,-4.67,-4.67
2671,eq_2671.jpeg,-72x - 9,0,-91,-0.88
2672,eq_2672.jpeg,-30x - 4,0,-82,-0.17
2673,eq_2673.jpeg,88x - 83,1,0.5,0.5
2674,eq_2674.jpeg,-30x - 63,1,-2.07,-2.07
2675,eq_2675.jpeg,-5x + 62,1,17.2,17.2
2676,eq_2676.jpeg,19x - 8,1,5.53,5.53
2677,eq_2677.jpeg,14x - 27,0,-7,-3.14
2678,eq_2678.jpeg,28x + 31,0,-23,-0.96
2679,eq_2679.jpeg,59x + 15,1,-0.07,-0.07
2680,eq_2680.jpeg,-70x - 33,0,-57,-1.07
2681,eq_2681.jpeg,-23x + 85,1,6.04,6.04
2682,eq_2682.jpeg,-59x - 17,0,-91,0.02
2683,eq_2683.jpeg,-84x - 37,1,-0.1,-0.1
2684,eq_2684.jpeg,-26x + 93,1,5.04,5.04
2685,eq_2685.jpeg,84x - 33,0,-79,0.51
2686,eq_2686.jpeg,27x + 32,1,0.56,0.56
2687,eq_2687.jpeg,-37x - 67,1,-1.84,-1.84
2688,eq_2688.jpeg,73x - 89,1,0.26,0.26
2689,eq_2689.jpeg,51x + 75,0,-62,-2.71
2690,eq_2690.jpeg,69x - 70,0,94,0.75
2691,eq_2691.jpeg,8x + 10,0,4,9.38
2692,eq_2692.jpeg,-98x + 30,0,-8,0.86
2693,eq_2693.jpeg,48x + 14,1,-1.1,-1.1
2694,eq_2694.jpeg,-4x + 42,1,-5.75,-5.75
2695,eq_2695.jpeg,-31x - 75,1,-5.29,-5.29
2696,eq_2696.jpeg,-74x - 20,1,0.81,0.81
2697,eq_2697.jpeg,18x + 22,0,0,-1.33
2698,eq_2698.jpeg,-14x + 1,0,-99,3.93
2699,eq_2699.jpeg,-15x + 96,0,-30,8.67
2700,eq_2700.jpeg,49x - 10,0,-33,-0.39
2701,eq_2701.jpeg,2x + 5,0,35,45.5
2702,eq_2702.jpeg,-80x + 68,0,98,-0.38
2703,eq_2703.jpeg,-87x - 99,0,57,-0.98
2704,eq_2704.jpeg,-71x + 48,0,-45,0.34
2705,eq_2705.jpeg,-63x - 45,1,0.54,0.54
2706,eq_2706.jpeg,-76x - 35,1,-0.43,-0.43
2707,eq_2707.jpeg,29x - 95,1,2.79,2.79
2708,eq_2708.jpeg,-21x + 87,1,8.24,8.24
2709,eq_2709.jpeg,64x - 92,0,67,1.03
2710,eq_2710.jpeg,-87x - 81,0,6,-1.67
2711,eq_2711.jpeg,15x + 52,1,-5.33,-5.33
2712,eq_2712.jpeg,24x + 6,1,2.58,2.58
2713,eq_2713.jpeg,-92x - 30,0,56,-0.15
2714,eq_2714.jpeg,51x - 26,0,-11,1.08
2715,eq_2715.jpeg,-27x + 55,1,5.44,5.44
2716,eq_2716.jpeg,-66x + 35,1,-0.58,-0.58
2717,eq_2717.jpeg,-21x - 57,1,-4.81,-4.81
2718,eq_2718.jpeg,-75x - 39,0,64,0.27
2719,eq_2719.jpeg,-63x - 63,1,-2.43,-2.43
2720,eq_2720.jpeg,96x + 89,0,-2,-1.18
2721,eq_2721.jpeg,62x + 50,0,15,-1.82
2722,eq_2722.jpeg,-69x - 59,0,61,0.04
2723,eq_2723.jpeg,-48x + 2,1,-1.23,-1.23
2724,eq_2724.jpeg,-31x + 97,0,53,3.87
2725,eq_2725.jpeg,-80x - 83,1,-0.1,-0.1
2726,eq_2726.jpeg,5x - 90,0,-65,1.4
2727,eq_2727.jpeg,90x + 87,0,13,-1.71
2728,eq_2728.jpeg,11x + 21,0,-45,-4.18
2729,eq_2729.jpeg,-13x + 49,0,-17,10.31
2730,eq_2730.jpeg,2x - 14,1,-8.5,-8.5
2731,eq_2731.jpeg,76x + 69,1,-1.67,-1.67
2732,eq_2732.jpeg,-97x + 39,1,0.0,0.0
2733,eq_2733.jpeg,-42x - 45,1,1.26,1.26
2734,eq_2734.jpeg,72x + 1,0,-55,-0.74
2735,eq_2735.jpeg,18x + 88,0,69,-6.5
2736,eq_2736.jpeg,-51x + 2,0,61,-1.33
2737,eq_2737.jpeg,41x - 6,0,21,0.98
2738,eq_2738.jpeg,-15x - 85,0,7,-11.67
2739,eq_2739.jpeg,32x + 95,0,12,-2.28
2740,eq_2740.jpeg,-23x + 60,1,6.43,6.43
2741,eq_2741.jpeg,39x + 83,1,-1.87,-1.87
2742,eq_2742.jpeg,-56x + 32,0,100,1.8
2743,eq_2743.jpeg,-77x + 72,1,1.9,1.9
2744,eq_2744.jpeg,17x - 96,1,7.0,7.0
2745,eq_2745.jpeg,-1x - 44,1,-46.0,-46.0
2746,eq_2746.jpeg,-5x - 40,0,3,11.8
2747,eq_2747.jpeg,-7x - 64,0,-28,-0.29
2748,eq_2748.jpeg,40x - 11,1,-1.73,-1.73
2749,eq_2749.jpeg,90x - 26,0,63,0.06
2750,eq_2750.jpeg,31x - 41,0,-25,3.32
2751,eq_2751.jpeg,-65x - 16,1,0.0,0.0
2752,eq_2752.jpeg,-61x + 67,0,-95,2.62
2753,eq_2753.jpeg,-94x + 59,1,1.03,1.03
2754,eq_2754.jpeg,-29x - 4,0,-37,-1.17
2755,eq_2755.jpeg,-98x + 80,1,0.99,0.99
2756,eq_2756.jpeg,83x + 90,1,-0.07,-0.07
2757,eq_2757.jpeg,90x - 56,1,-0.03,-0.03
2758,eq_2758.jpeg,57x + 57,0,-12,-2.68
2759,eq_2759.jpeg,-64x + 60,0,-71,2.48
2760,eq_2760.jpeg,31x - 74,0,-92,-0.42
2761,eq_2761.jpeg,-38x - 30,1,-1.37,-1.37
2762,eq_2762.jpeg,25x - 31,0,-7,1.32
2763,eq_2763.jpeg,-48x + 49,0,96,1.08
2764,eq_2764.jpeg,-87x + 43,1,0.78,0.78
2765,eq_2765.jpeg,31x - 94,1,3.29,3.29
2766,eq_2766.jpeg,67x - 25,1,0.57,0.57
2767,eq_2767.jpeg,17x - 28,0,-86,3.71
2768,eq_2768.jpeg,21x - 21,1,5.67,5.67
2769,eq_2769.jpeg,-85x + 84,0,-39,1.69
2770,eq_2770.jpeg,48x + 50,1,0.71,0.71
2771,eq_2771.jpeg,87x + 32,0,80,-0.83
2772,eq_2772.jpeg,-22x + 66,0,-69,5.5
2773,eq_2773.jpeg,95x + 40,0,41,-1.28
2774,eq_2774.jpeg,-40x + 59,0,84,0.23
2775,eq_2775.jpeg,-18x + 11,0,-97,4.33
2776,eq_2776.jpeg,-21x + 58,1,-1.81,-1.81
2777,eq_2777.jpeg,34x + 94,1,-0.5,-0.5
2778,eq_2778.jpeg,10x + 15,1,-0.7,-0.7
2779,eq_2779.jpeg,51x - 8,1,-0.27,-0.27
2780,eq_2780.jpeg,-23x - 58,0,26,-1.0
2781,eq_2781.jpeg,-56x - 40,0,21,0.61
2782,eq_2782.jpeg,-53x - 84,1,-1.74,-1.74
2783,eq_2783.jpeg,-96x + 52,1,0.41,0.41
2784,eq_2784.jpeg,38x - 75,0,83,3.29
2785,eq_2785.jpeg,7x + 47,1,6.43,6.43
2786,eq_2786.jpeg,-15x + 28,1,4.53,4.53
2787,eq_2787.jpeg,12x + 99,0,-54,-11.83
2788,eq_2788.jpeg,-20x - 54,0,-2,0.05
2789,eq_2789.jpeg,-33x - 33,1,1.58,1.58
2790,eq_2790.jpeg,-90x + 5,1,-0.21,-0.21
2791,eq_2791.jpeg,-72x + 72,0,47,1.71
2792,eq_2792.jpeg,-25x - 17,0,-31,-4.48
2793,eq_2793.jpeg,-29x - 73,1,-0.66,-0.66
2794,eq_2794.jpeg,-40x + 99,0,-90,0.35
2795,eq_2795.jpeg,20x + 6,0,50,3.25
2796,eq_2796.jpeg,53x + 43,1,-0.43,-0.43
2797,eq_2797.jpeg,-10x - 41,1,-13.9,-13.9
2798,eq_2798.jpeg,53x - 40,0,-60,1.83
2799,eq_2799.jpeg,-4x - 38,1,-14.75,-14.75
2800,eq_2800.jpeg,-36x + 41,0,-49,0.94
2801,eq_2801.jpeg,-83x + 35,0,-66,0.63
2802,eq_2802.jpeg,-5x - 59,0,-52,-8.4
2803,eq_2803.jpeg,7x + 22,0,80,-14.29
2804,eq_2804.jpeg,8x + 27,0,53,-3.0
2805,eq_2805.jpeg,48x - 59,1,2.94,2.94
2806,eq_2806.jpeg,-9x - 75,0,-37,-9.78
2807,eq_2807.jpeg,80x - 33,0,-97,-0.55
2808,eq_2808.jpeg,91x + 70,0,-99,-1.11
2809,eq_2809.jpeg,-9x + 60,0,23,-0.44
2810,eq_2810.jpeg,66x + 80,0,55,-2.42
2811,eq_2811.jpeg,67x + 99,1,-0.36,-0.36
2812,eq_2812.jpeg,-20x - 38,1,-5.2,-5.2
2813,eq_2813.jpeg,31x - 21,0,80,-2.19
2814,eq_2814.jpeg,19x + 14,1,1.74,1.74
2815,eq_2815.jpeg,-77x + 94,0,27,0.48
2816,eq_2816.jpeg,65x + 87,1,-0.26,-0.26
2817,eq_2817.jpeg,37x + 79,1,-4.11,-4.11
2818,eq_2818.jpeg,-45x - 6,0,73,1.58
2819,eq_2819.jpeg,-82x - 38,0,-94,-0.56
2820,eq_2820.jpeg,-86x - 99,0,-19,-2.28
2821,eq_2821.jpeg,60x + 69,1,-2.8,-2.8
2822,eq_2822.jpeg,62x + 19,0,-34,-1.53
2823,eq_2823.jpeg,-27x - 11,0,-53,1.19
2824,eq_2824.jpeg,20x - 48,1,2.85,2.85
2825,eq_2825.jpeg,-71x - 87,1,-0.86,-0.86
2826,eq_2826.jpeg,13x - 67,1,3.69,3.69
2827,eq_2827.jpeg,-94x - 76,1,-1.78,-1.78
2828,eq_2828.jpeg,-38x + 80,0,-19,1.45
2829,eq_2829.jpeg,10x + 10,1,-3.9,-3.9
2830,eq_2830.jpeg,20x - 59,0,31,-0.35
2831,eq_2831.jpeg,54x - 37,1,-1.06,-1.06
2832,eq_2832.jpeg,-26x - 68,0,-83,-4.62
2833,eq_2833.jpeg,26x - 60,0,-47,1.46
2834,eq_2834.jpeg,25x - 46,0,-60,-1.24
2835,eq_2835.jpeg,-92x - 8,0,-64,0.98
2836,eq_2836.jpeg,87x + 35,1,-0.23,-0.23
2837,eq_2837.jpeg,81x - 78,0,-9,1.16
2838,eq_2838.jpeg,-56x - 56,0,45,0.05
2839,eq_2839.jpeg,-45x + 30,0,-88,-1.38
2840,eq_2840.jpeg,-7x - 8,1,-12.86,-12.86
2841,eq_2841.jpeg,15x + 79,0,-14,-7.2
2842,eq_2842.jpeg,-3x - 3,1,-18.0,-18.0
2843,eq_2843.jpeg,-49x - 77,1,-1.86,-1.86
2844,eq_2844.jpeg,-46x - 74,0,-85,-1.28
2845,eq_2845.jpeg,-26x - 48,1,-3.0,-3.0
2846,eq_2846.jpeg,-1x - 10,1,25.0,25.0
2847,eq_2847.jpeg,-48x + 35,1,0.67,0.67
2848,eq_2848.jpeg,40x + 86,0,-64,-2.5
2849,eq_2849.jpeg,-51x + 94,0,77,0.02
2850,eq_2850.jpeg,-49x - 49,0,-52,-0.9
2851,eq_2851.jpeg,59x - 65,0,74,-0.36
2852,eq_2852.jpeg,-44x + 11,1,0.14,0.14
2853,eq_2853.jpeg,39x - 79,0,47,-0.49
2854,eq_2854.jpeg,65x + 26,0,90,-0.02
2855,eq_2855.jpeg,44x - 48,1,1.11,1.11
2856,eq_2856.jpeg,72x + 45,0,54,-0.25
2857,eq_2857.jpeg,46x - 76,1,1.13,1.13
2858,eq_2858.jpeg,57x - 22,1,0.58,0.58
2859,eq_2859.jpeg,-55x + 9,1,0.36,0.36
2860,eq_2860.jpeg,-27x - 6,0,64,-1.67
2861,eq_2861.jpeg,-42x + 49,1,-0.69,-0.69
2862,eq_2862.jpeg,-22x + 30,0,-47,4.82
2863,eq_2863.jpeg,-42x + 20,1,-0.19,-0.19
2864,eq_2864.jpeg,16x + 80,0,85,-1.94
2865,eq_2865.jpeg,10x - 9,0,97,9.7
2866,eq_2866.jpeg,-39x - 99,1,-3.54,-3.54
2867,eq_2867.jpeg,54x - 51,0,-23,-0.81
2868,eq_2868.jpeg,-63x - 99,0,5,-0.27
2869,eq_2869.jpeg,-92x + 42,1,-0.28,-0.28
2870,eq_2870.jpeg,-9x + 15,1,10.67,10.67
2871,eq_2871.jpeg,8x + 34,1,-1.25,-1.25
2872,eq_2872.jpeg,98x - 87,1,0.53,0.53
2873,eq_2873.jpeg,-23x + 96,1,3.09,3.09
2874,eq_2874.jpeg,-38x - 27,1,-2.32,-2.32
2875,eq_2875.jpeg,-61x + 62,1,2.08,2.08
2876,eq_2876.jpeg,19x - 65,0,64,7.89
2877,eq_2877.jpeg,-22x + 96,1,3.59,3.59
2878,eq_2878.jpeg,37x - 80,0,-77,1.89
2879,eq_2879.jpeg,11x - 78,0,-32,7.82
2880,eq_2880.jpeg,-21x - 80,0,95,-4.29
2881,eq_2881.jpeg,-26x + 62,0,85,2.15
2882,eq_2882.jpeg,92x + 81,1,-0.48,-0.48
2883,eq_2883.jpeg,-98x - 26,1,-0.99,-0.99
2884,eq_2884.jpeg,-80x + 16,1,-0.53,-0.53
2885,eq_2885.jpeg,92x - 72,0,52,1.3
2886,eq_2886.jpeg,-66x + 25,1,-0.05,-0.05
2887,eq_2887.jpeg,87x - 78,0,70,0.71
2888,eq_2888.jpeg,79x - 58,0,-42,1.41
2889,eq_2889.jpeg,67x + 41,0,22,-0.9
2890,eq_2890.jpeg,-65x - 57,0,-55,-1.66
2891,eq_2891.jpeg,71x - 93,1,1.28,1.28
2892,eq_2892.jpeg,24x - 50,0,-34,0.33
2893,eq_2893.jpeg,52x - 6,0,-5,-0.12
2894,eq_2894.jpeg,15x - 38,0,57,-2.93
2895,eq_2895.jpeg,-12x - 80,0,-15,-12.92
2896,eq_2896.jpeg,24x + 96,1,-0.75,-0.75
2897,eq_2897.jpeg,77x - 95,1,0.12,0.12
2898,eq_2898.jpeg,43x + 97,1,-1.65,-1.65
2899,eq_2899.jpeg,-64x - 30,0,-64,-0.91
2900,eq_2900.jpeg,-91x - 60,1,-0.23,-0.23
2901,eq_2901.jpeg,60x + 26,1,0.43,0.43
2902,eq_2902.jpeg,-94x - 32,1,0.19,0.19
2903,eq_2903.jpeg,-99x + 74,0,28,0.17
2904,eq_2904.jpeg,10x - 65,0,-51,13.4
2905,eq_2905.jpeg,-65x - 47,1,-1.43,-1.43
2906,eq_2906.jpeg,74x + 78,0,12,-2.28
2907,eq_2907.jpeg,24x - 8,0,41,-0.83
2908,eq_2908.jpeg,-73x + 18,0,66,0.22
2909,eq_2909.jpeg,-72x - 61,1,-0.26,-0.26
2910,eq_2910.jpeg,-24x - 35,0,30,0.17
2911,eq_2911.jpeg,73x + 80,0,-85,-1.41
2912,eq_2912.jpeg,-2x + 55,1,4.0,4.0
2913,eq_2913.jpeg,78x + 13,0,64,0.49
2914,eq_2914.jpeg,-56x - 73,0,-85,-1.48
2915,eq_2915.jpeg,-88x - 69,0,-60,-0.39
2916,eq_2916.jpeg,-40x + 92,0,51,1.3
2917,eq_2917.jpeg,72x + 27,0,89,0.72
2918,eq_2918.jpeg,-29x - 95,1,-2.21,-2.21
2919,eq_2919.jpeg,-23x + 3,0,-17,-2.74
2920,eq_2920.jpeg,-67x + 81,1,0.45,0.45
2921,eq_2921.jpeg,-7x + 27,1,5.0,5.0
2922,eq_2922.jpeg,-17x + 57,1,-0.59,-0.59
2923,eq_2923.jpeg,-71x - 78,1,-0.97,-0.97
2924,eq_2924.jpeg,-86x - 4,0,-20,0.76
2925,eq_2925.jpeg,70x + 98,0,-99,-2.77
2926,eq_2926.jpeg,-8x - 28,0,-59,-1.0
2927,eq_2927.jpeg,24x - 91,1,5.38,5.38
2928,eq_2928.jpeg,61x - 97,0,40,0.69
2929,eq_2929.jpeg,22x + 21,1,-4.05,-4.05
2930,eq_2930.jpeg,3x - 77,1,57.67,57.67
2931,eq_2931.jpeg,-86x - 62,1,-0.63,-0.63
2932,eq_2932.jpeg,-67x - 47,0,-78,-1.19
2933,eq_2933.jpeg,-33x - 32,1,-0.42,-0.42
2934,eq_2934.jpeg,78x - 4,0,-41,0.69
2935,eq_2935.jpeg,60x + 29,0,32,-0.02
2936,eq_2936.jpeg,47x - 67,1,-0.64,-0.64
2937,eq_2937.jpeg,63x + 25,0,-63,-1.59
2938,eq_2938.jpeg,-70x + 56,0,90,2.06
2939,eq_2939.jpeg,-74x + 33,1,1.19,1.19
2940,eq_2940.jpeg,78x + 60,0,73,0.0
2941,eq_2941.jpeg,-30x - 44,1,-3.17,-3.17
2942,eq_2942.jpeg,-93x - 27,0,89,-0.9
2943,eq_2943.jpeg,-9x - 66,0,1,-13.22
2944,eq_2944.jpeg,-57x + 11,1,0.54,0.54
2945,eq_2945.jpeg,91x + 28,0,24,-1.27
2946,eq_2946.jpeg,41x - 83,0,8,3.17
2947,eq_2947.jpeg,18x + 96,1,-6.11,-6.11
2948,eq_2948.jpeg,35x + 75,0,-13,-0.86
2949,eq_2949.jpeg,81x - 29,0,-4,0.31
2950,eq_2950.jpeg,2x + 32,1,-22.5,-22.5
2951,eq_2951.jpeg,14x + 9,0,26,-4.36
2952,eq_2952.jpeg,21x + 61,1,-6.67,-6.67
2953,eq_2953.jpeg,-61x - 62,0,11,-1.9
2954,eq_2954.jpeg,24x - 7,0,26,-0.08
2955,eq_2955.jpeg,-80x - 24,1,-0.61,-0.61
2956,eq_2956.jpeg,45x + 65,1,-1.27,-1.27
2957,eq_2957.jpeg,49x + 6,0,82,0.22
2958,eq_2958.jpeg,55x + 84,1,-3.0,-3.0
2959,eq_2959.jpeg,64x - 83,0,62,2.27
2960,eq_2960.jpeg,-25x + 47,0,-68,5.36
2961,eq_2961.jpeg,71x + 12,1,-1.17,-1.17
2962,eq_2962.jpeg,68x - 51,0,95,0.91
2963,eq_2963.jpeg,74x + 32,1,-0.64,-0.64
2964,eq_2964.jpeg,-5x + 82,1,-1.4,-1.4
2965,eq_2965.jpeg,-36x - 86,0,-80,-3.86
2966,eq_2966.jpeg,-14x - 49,1,-2.93,-2.93
2967,eq_2967.jpeg,85x + 98,1,-2.29,-2.29
